,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,avg_monthly_spend,customer_lifetime_value,churn_probability,risk_level,monthly_revenue_at_risk,tenure_group
3058,1666-JXLKU,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3810.55,2.6328947368421054,3701.85,0.5793751594525719,Medium,57.96648470322982,Established Accounts
3059,7855-DIWPO,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.65,1493.2,3.1204545454545456,1441.65,0.44785392743930513,Medium,30.7451721187083,Second-Year Accounts
3060,5133-POWUA,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,22.9,45.8,0.5059187582830234,Medium,23.171079129362468,First-Year Accounts
3061,5652-MSDEY,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.75,777.3,6.886363636363637,757.5,0.527297630816699,Medium,39.94279553436495,First-Year Accounts
3062,7005-CCBKV,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,12.057142857142859,506.40000000000003,0.634861857840035,High,53.58234080169896,First-Year Accounts
3063,1810-BOHSY,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,1.853846153846154,4916.400000000001,0.13046865916837835,Low,12.577178743831674,Loyal Accounts
3064,1784-BXEFA,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,187.35,1.8681818181818182,205.5,0.15398899682104278,Low,3.164473884672429,First-Year Accounts
3065,7351-MHQVU,Female,0,No,No,6,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,307.6,7.278571428571429,305.70000000000005,0.25975697588139457,Low,13.234617921157055,First-Year Accounts
3066,9224-VTYID,Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5,4318.35,1.8854166666666667,4253.5,0.022972873338010635,Low,2.0790450370899625,Established Accounts
3067,9500-IWPXQ,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.4,4820.55,1.2806451612903227,4843.400000000001,0.040293218369504856,Low,3.1992815385386857,Loyal Accounts
3068,5762-TJXGK,Female,0,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75,3038.55,1.1084905660377358,3055.0,0.04115657828060518,Low,2.417948973985554,Loyal Accounts
3069,4504-YOULA,Female,0,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,1.651388888888889,2080.75,0.11625961832993531,Low,6.911634309714654,Established Accounts
3070,5569-IDSEY,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,1.4680555555555557,7504.7,0.19945980967208474,Low,21.082901882339357,Loyal Accounts
3071,4250-FDVOU,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,389.1,8.035714285714286,337.5,0.22924344370657823,Low,12.894943708495026,First-Year Accounts
3072,7284-ZZLOH,Male,0,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.3,2296.25,1.158695652173913,2398.5,0.011672801145633595,Low,0.6221603010622706,Established Accounts
3073,5277-ZLOOR,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,187.45,28.516666666666666,171.1,0.9068239363639781,High,77.57878775593832,First-Year Accounts
3074,2141-RRYGO,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,13.73,274.6,0.4998557654451402,Medium,34.31509829780888,First-Year Accounts
3075,1777-JYQPJ,Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,8.1,48.6,0.4410257677773205,Medium,10.716926156988889,First-Year Accounts
3076,6376-GAHQE,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,15.569999999999999,311.4,0.6882370329124771,High,53.579253012236336,First-Year Accounts
3077,3401-URHDA,Male,0,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),59.9,3043.6,1.1519230769230768,3054.9,0.02479111437102372,Low,1.484987750824321,Loyal Accounts
3078,1599-EAHXY,Male,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.95,1506.4,0.39262295081967213,1437.0,0.015455849547123493,Low,0.37016759665360766,Loyal Accounts
3079,8631-XVRZL,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,163.7,2.0149999999999997,181.35,0.07621828719464394,Low,1.535798486972075,First-Year Accounts
3080,5052-PNLOS,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,26.3375,316.04999999999995,0.8304493607080905,High,87.48784015059734,First-Year Accounts
3081,3853-LYGAM,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640.0,5.313888888888889,1626.0500000000002,0.45329603805424634,Medium,43.357766039888666,Second-Year Accounts
3082,6979-ZNSFF,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,9.672222222222222,696.4,0.7222908115190256,High,62.87541514273118,First-Year Accounts
3083,5751-USDBL,Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,1.7234042553191489,3726.0,0.013877388212508734,Low,1.1240684452132075,Established Accounts
3084,5680-LQOGP,Female,0,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,1.194927536231884,5606.6,0.012736932693202469,Low,1.0501601005545436,Loyal Accounts
3085,2386-LAHRK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,53.5,26.75,53.5,0.6346409518757135,High,33.95329092535067,First-Year Accounts
3086,8189-DUKMV,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,79.05,4.1,82.0,0.08460335194759472,Low,1.7343687149256917,First-Year Accounts
3087,6032-IGALN,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,25.1,12.55,25.1,0.5705488888469166,Medium,14.320777110057607,First-Year Accounts
3088,9931-DCEZH,Male,0,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.4,1516.6,1.8758620689655172,1523.2,0.04740069395296549,Low,2.5785977510413227,Established Accounts
3089,1898-JSNDC,Female,0,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,1.465,2285.4,0.0781524881216815,Low,4.579735803930537,Established Accounts
3090,0315-LVCRK,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,7.066666666666666,932.8,0.5046481920238647,Medium,42.79416668362372,First-Year Accounts
3091,3911-RSNHI,Female,0,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,0.8527777777777777,4359.4,0.025102128591301207,Low,1.5412706955058941,Loyal Accounts
3092,2410-CIYFZ,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,42.9,6.8,40.8,0.16605821755045028,Low,3.3875876380291854,First-Year Accounts
3093,4248-HCETZ,Male,1,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,2365.15,2.5693548387096774,2389.5,0.3489263425829238,Medium,27.791983186729883,Established Accounts
3094,5505-OVWQW,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,1.1194444444444445,342.54999999999995,0.044957574837083326,Low,0.905895132967229,Second-Year Accounts
3095,7271-AJDTL,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,1.686607142857143,5194.75,0.3445457590537933,Medium,32.54234694263078,Loyal Accounts
3096,1867-TJHTS,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,1.352542372881356,4628.4,0.21090080704141656,Low,16.82988440190504,Loyal Accounts
3097,0516-WJVXC,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,308.25,9.033333333333333,271.0,0.20833545622744895,Low,11.291781727527734,First-Year Accounts
3098,9174-FKWZE,Female,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.45,19.45,9.725,19.45,0.40655873793317276,Medium,7.90756745280021,First-Year Accounts
3099,6860-YRJZP,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.05,678.45,7.404999999999999,666.4499999999999,0.6938339988706972,High,51.37840761637513,First-Year Accounts
3100,4429-WYGFR,Male,0,No,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,1.8203703703703704,1277.8999999999999,0.10761640433134305,Low,5.289346272885511,Established Accounts
3101,2817-LVCPP,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1023.95,0.3803921568627451,969.9999999999999,0.006773453833782198,Low,0.13140500437537464,Loyal Accounts
3102,5038-ETMLM,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,1.5568493150684932,8182.8,0.05366608786303319,Low,6.099150885633722,Loyal Accounts
3103,5056-FIMPT,Female,0,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.0,4532.3,2.409090909090909,4558.0,0.10964316967973915,Low,11.62217598605235,Established Accounts
3104,4521-WFJAI,Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.95,1444.05,0.4552631578947368,1453.2,0.011027464997146987,Low,0.2861627166759643,Loyal Accounts
3105,6569-KTMDU,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,9.55,19.1,0.2121249866124413,Low,4.051587244297629,First-Year Accounts
3106,8809-RIHDD,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.4,7372.65,1.4164383561643836,7444.8,0.10164393804010619,Low,10.50998319334698,Loyal Accounts
3107,8809-XKHMD,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,1.3773972602739726,7239.599999999999,0.033445091204556604,Low,3.3629039206181663,Loyal Accounts
3108,0396-YCHWO,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,2.5783783783783787,3434.4,0.5847007999350494,Medium,55.78045631380372,Established Accounts
3109,0867-LDTTC,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,12.525,375.75,0.3433810006020064,Medium,25.805082195240782,First-Year Accounts
3110,4822-NGOCH,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,1058.6,6.0321428571428575,1097.8500000000001,0.5588780753889295,Medium,47.1972534665951,Second-Year Accounts
3111,9391-DXGGG,Female,1,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),89.15,3990.75,1.9811111111111113,3922.6000000000004,0.14650672959126612,Low,13.061074943061376,Established Accounts
3112,9844-FELAJ,Female,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,1.519718309859155,7553.0,0.22810303269143548,Low,24.61231722740589,Loyal Accounts
3113,2122-SZZZD,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.5,835.5,0.43333333333333335,858.0,0.019810735030892857,Low,0.3863093331024107,Established Accounts
3114,5307-DZCVC,Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,2.6045454545454545,2750.4,0.541426903472584,Medium,46.5356423534686,Established Accounts
3115,3148-AOIQT,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1718.35,0.35642857142857143,1721.55,0.0070762555945054215,Low,0.17655257708291025,Loyal Accounts
3116,8679-JOEVF,Female,1,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.4,1023.9,3.4941176470588236,950.4,0.29058550141663503,Low,17.26077878414812,Second-Year Accounts
3117,8395-ETZKQ,Male,1,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,1193.55,0.2826086956521739,1326.0,0.012199686925878524,Low,0.23789389505463124,Loyal Accounts
3118,6692-YQHXC,Male,0,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,4.114705882352942,1119.2,0.4008477982701823,Medium,28.039303488999252,Second-Year Accounts
3119,3889-VWBID,Male,0,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,1.2007246376811593,5633.799999999999,0.009187824125072205,Low,0.7612112287622321,Loyal Accounts
3120,5222-JCXZT,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,78.9,3.8,76.0,0.15575237546427861,Low,2.9592951338212936,First-Year Accounts
3121,9754-CLVZW,Female,0,Yes,Yes,26,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),38.85,1025.15,1.4388888888888889,1010.1,0.10945638898331406,Low,4.252380712001751,Established Accounts
3122,1432-FPAXX,Female,0,No,No,29,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.6,856.35,1.02,887.4000000000001,0.29758040714654266,Low,9.105960458684205,Established Accounts
3123,2739-CCZMB,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,122.0,3.391666666666667,101.75,0.1380116939784953,Low,2.80853797246238,First-Year Accounts
3124,7080-TNUWP,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.0,6602.9,1.3380281690140845,6650.0,0.15962104123575432,Low,15.163998917396661,Loyal Accounts
3125,0496-AHOOK,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,2.9760000000000004,1785.6000000000001,0.06792364493968739,Low,5.053519183512742,Second-Year Accounts
3126,8336-TAVKX,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,1.0746575342465754,5648.400000000001,0.011799135486098566,Low,0.9256421788844326,Loyal Accounts
3127,2468-SJFLM,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,74.3,37.15,74.3,0.7542685126276827,High,56.04215048823682,First-Year Accounts
3128,3181-VTHOE,Male,0,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.05,3635.15,0.7190140845070422,3573.5,0.042769568041891394,Low,2.1833864485385557,Loyal Accounts
3129,7168-HDQHG,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.2,702.9,0.518918918918919,691.1999999999999,0.05597221088269188,Low,1.074666448947684,Established Accounts
3130,4803-AXVYP,Female,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,3734.25,2.5525641025641024,3782.9,0.5695758811609386,Medium,56.70127896957143,Established Accounts
3131,3884-HCSWG,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,1144.5,3.888888888888889,1190.0,0.4737306080040462,Medium,33.16114256028323,Second-Year Accounts
3132,4567-AKPIA,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,2.5976190476190473,4473.099999999999,0.21281327256372634,Low,23.217928036702542,Established Accounts
3133,5077-DXTCG,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,45.3,22.65,45.3,0.5965909492259762,Medium,27.02556999993672,First-Year Accounts
3134,1142-WACZW,Male,0,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.85,75.6,9.950000000000001,59.7,0.40415325340299457,Medium,12.063974614079388,First-Year Accounts
3135,7901-HXJVA,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,1117.55,5.096666666666667,1070.3,0.4218648480430335,Medium,32.25156763288991,Second-Year Accounts
3136,5649-ANRML,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,31.7,190.2,0.7557019196802943,High,71.86725256159599,First-Year Accounts
3137,4892-VLANZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,19.8,9.9,19.8,0.21167550662914095,Low,4.191175031256991,First-Year Accounts
3138,5924-IFQTT,Male,0,Yes,Yes,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.8,930.05,5.2,946.4,0.33356343144746164,Medium,24.283417809375205,Second-Year Accounts
3139,7968-QUXNS,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.95,110.15,2.707142857142857,113.69999999999999,0.14123096996783893,Low,2.6763268808905476,First-Year Accounts
3140,2919-HBCJO,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,15.330000000000002,306.6,0.5814289559768567,Medium,44.56652947562607,First-Year Accounts
3141,4236-XPXAV,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,16.525000000000002,495.75,0.5769762685512014,Medium,57.207197026851624,First-Year Accounts
3142,8903-WMRNW,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4,6.359375,1526.25,0.47736789729219803,Medium,48.57218354948115,Second-Year Accounts
3143,2452-SNHFZ,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,1.5718750000000001,3546.15,0.14433105987131678,Low,10.889778467290851,Established Accounts
3144,3629-WEAAM,Female,0,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.1,504.05,7.122222222222222,512.8,0.19997025537149282,Low,12.818093369312688,First-Year Accounts
3145,6029-CSMJE,Male,0,No,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,1.4249999999999998,436.04999999999995,0.3210655534566689,Medium,8.235331446163556,Second-Year Accounts
3146,7993-NQLJE,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,4.69375,1126.5,0.24628612956894205,Low,18.496088330627547,Second-Year Accounts
3147,9909-DFRJA,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,3.55,2492.1,0.1320146239965721,Low,12.653601710071435,Established Accounts
3148,9099-FTUHS,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.4,1249.25,2.2666666666666666,1251.2,0.18667276723544027,Low,10.15499853760795,Second-Year Accounts
3149,0581-BXBUB,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,14.55,291.0,0.646167689892826,High,47.00869943970309,First-Year Accounts
3150,4962-CHQPW,Male,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,535.05,0.6616666666666667,575.6500000000001,0.027328605673308737,Low,0.5424728226151785,Established Accounts
3151,9467-ROOLM,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,0.7326923076923078,476.25,0.07658362101915835,Low,1.4589179804149666,Established Accounts
3152,3030-YZADT,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,431.0,4.495,404.55,0.20829295279116997,Low,9.362768227963091,First-Year Accounts
3153,7410-KTVFV,Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,2.607894736842105,891.9,0.19917837605965263,Low,9.869288533755787,Second-Year Accounts
3154,5150-ITWWB,Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,23.7125,284.54999999999995,0.8979808130173078,High,85.17348011469164,First-Year Accounts
3155,2253-KPMNB,Female,0,Yes,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4,0.6607142857142857,3191.25,0.007005202876727847,Low,0.32399063304866293,Loyal Accounts
3156,1345-ZUKID,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,324.8,1.29,270.90000000000003,0.049624930958037994,Low,0.9602424140380352,Second-Year Accounts
3157,6429-SHBCB,Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,3.4799999999999995,1322.3999999999999,0.3064499678779687,Medium,21.32891776430662,Second-Year Accounts
3158,9281-OFDMF,Male,1,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.7,3413.25,2.2675,3537.3,0.4470039611289201,Medium,40.54325927439305,Established Accounts
3159,2603-HVKCG,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,3.16875,3143.4,0.5006703760565159,Medium,50.76797613213071,Established Accounts
3160,1834-WULEG,Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,439.75,0.81,486.0,0.03238480474249576,Low,0.6557922960355392,Second-Year Accounts
3161,9097-ZUBYC,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,3.253333333333333,683.1999999999999,0.15183533053747028,Low,7.409564130228549,Second-Year Accounts
3162,5148-ORICT,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55,1.1438461538461537,4758.4,0.008660999695108895,Low,0.6439453273313462,Loyal Accounts
3163,4893-GYUJU,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.35,1033.0,0.3794117647058824,967.5000000000001,0.021100318016933763,Low,0.4082911536276683,Loyal Accounts
3164,4578-PHJYZ,Male,0,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.75,3482.85,1.2971698113207548,3575.0,0.05442420886476449,Low,3.741664359452559,Loyal Accounts
3165,7272-QDCKA,Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,3.4551724137931035,2805.6,0.32937515294572534,Medium,33.00339032516168,Established Accounts
3166,8908-SLFCJ,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.85,435.25,0.9477272727272728,437.85,0.022111446919501905,Low,0.46102366827161473,Second-Year Accounts
3167,8393-DLHGA,Male,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,3.6884615384615387,2397.5,0.5084753953140222,Medium,48.762790410614734,Established Accounts
3168,9766-HGEDE,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,307.0,1.0750000000000002,328.95000000000005,0.045871828614831,Low,0.88761988369698,Second-Year Accounts
3169,6968-MHOMU,Male,0,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,0.7627118644067796,2610.0,0.108711750926029,Low,4.892028791671305,Loyal Accounts
